36_1_6837,36_1_6823,36_1_6811,36_1_6820,36_1_6829,36_1_6806,36_1_6826,36_1_6836,36_1_6813,36_1_6816,36_1_6840,36_1_6828
0,0,0,0,0,0,0,0,0,0,0,0
2.562847002122818,2.562847002122818,2.562847002122818,2.562847002122818,2.562847002122818,2.562847002122818,2.562847002122818,2.562847002122818,2.562847002122818,2.562847002122818,2.562847002122818,2.562847002122818
5.124559994246381,5.124559994246381,5.124559994246381,5.124559994246381,5.124559994246381,5.124559994246381,5.124559994246381,5.124559994246381,5.124559994246381,5.124559994246381,5.124559994246381,5.124559994246381
7.684598664293606,7.684598664293606,7.684598664293606,7.684598664293606,7.684598664293606,7.684598664293606,7.684598664293606,7.684598664293606,7.684598664293606,7.684598664293606,7.684598664293606,7.684598664293606
10.244323095385015,10.244323095385015,10.244323095385015,10.244323095385015,10.244323095385015,10.244323095385015,10.244323095385015,10.244323095385015,10.244323095385015,10.244323095385015,10.244323095385015,10.244323095385015
12.79833984706563,12.79833984706563,12.79833984706563,12.79833984706563,12.79833984706563,12.79833984706563,12.79833984706563,12.79833984706563,12.79833984706563,12.79833984706563,12.79833984706563,12.79833984706563
15.333700665784376,15.333700665784376,15.333700665784376,15.333700665784376,15.333700665784376,15.333700665784376,15.333700665784376,15.333700665784376,15.333700665784376,15.333700665784376,15.333700665784376,15.333700665784376
17.862427775644353,17.862427775644353,17.862427775644353,17.862427775644353,17.862427775644353,17.862427775644353,17.862427775644353,17.862427775644353,17.862427775644353,17.862427775644353,17.862427775644353,17.862427775644353
20.394020563150143,20.394020563150143,20.394020563150143,20.394020563150143,20.394020563150143,20.394020563150143,20.394020563150143,20.394020563150143,20.394020563150143,20.394020563150143,20.394020563150143,20.394020563150143
22.92189625049624,22.92189625049624,22.92189625049624,22.92189625049624,22.92189625049624,22.92189625049624,22.92189625049624,22.92189625049624,22.92189625049624,22.92189625049624,22.92189625049624,22.92189625049624
25.452218688614575,25.452218688614575,25.452218688614575,25.452218688614575,25.452218688614575,25.452218688614575,25.452218688614575,25.452218688614575,25.452218688614575,25.452218688614575,25.452218688614575,25.452218688614575
28.01131502233373,28.01131502233373,28.01131502233373,28.01131502233373,28.01131502233373,28.01131502233373,28.01131502233373,28.01131502233373,28.01131502233373,28.01131502233373,28.01131502233373,28.01131502233373
30.572675523921653,30.572675523921653,30.572675523921653,30.572675523921653,30.572675523921653,30.572675523921653,30.572675523921653,30.572675523921653,30.572675523921653,30.572675523921653,30.572675523921653,30.572675523921653
33.13022530219382,33.13022530219382,33.13022530219382,33.13022530219382,33.13022530219382,33.13022530219382,33.13022530219382,33.13022530219382,33.13022530219382,33.13022530219382,33.13022530219382,33.13022530219382
35.69563765085929,35.69563765085929,35.69563765085929,35.69563765085929,35.69563765085929,35.69563765085929,35.69563765085929,35.69563765085929,35.69563765085929,35.69563765085929,35.69563765085929,35.69563765085929
38.247985547455464,38.247985547455464,38.247985547455464,38.247985547455464,38.247985547455464,38.247985547455464,38.247985547455464,38.247985547455464,38.247985547455464,38.247985547455464,38.247985547455464,38.247985547455464
40.79386808476571,40.79386808476571,40.79386808476571,40.79386808476571,40.79386808476571,40.79386808476571,40.79386808476571,40.79386808476571,40.79386808476571,40.79386808476571,40.79386808476571,40.79386808476571
43.33623226510974,43.33623226510974,43.33623226510974,43.33623226510974,43.33623226510974,43.33623226510974,43.33623226510974,43.33623226510974,43.33623226510974,43.33623226510974,43.33623226510974,43.33623226510974
45.88876119641337,45.88876119641337,45.88876119641337,45.88876119641337,45.88876119641337,45.88876119641337,45.88876119641337,45.88876119641337,45.88876119641337,45.88876119641337,45.88876119641337,45.88876119641337
48.42026783022349,48.42026783022349,48.42026783022349,48.42026783022349,48.42026783022349,48.42026783022349,48.42026783022349,48.42026783022349,48.42026783022349,48.42026783022349,48.42026783022349,48.42026783022349
50.96252416507543,50.96252416507543,50.96252416507543,50.96252416507543,50.96252416507543,50.96252416507543,50.96252416507543,50.96252416507543,50.96252416507543,50.96252416507543,50.96252416507543,50.96252416507543
53.559054216087794,53.559054216087794,53.559054216087794,53.559054216087794,53.559054216087794,53.559054216087794,53.559054216087794,53.559054216087794,53.559054216087794,53.559054216087794,53.559054216087794,53.559054216087794
56.17896839046349,56.17896839046349,56.17896839046349,56.17896839046349,56.17896839046349,56.17896839046349,56.17896839046349,56.17896839046349,56.17896839046349,56.17896839046349,56.17896839046349,56.17896839046349
58.7911229029549,58.7911229029549,58.7911229029549,58.7911229029549,58.7911229029549,58.7911229029549,58.7911229029549,58.7911229029549,58.7911229029549,58.7911229029549,58.7911229029549,58.7911229029549
61.41997672615948,61.41997672615948,61.41997672615948,61.41997672615948,61.41997672615948,61.41997672615948,61.41997672615948,61.41997672615948,61.41997672615948,61.41997672615948,61.41997672615948,61.41997672615948
64.03050924435074,64.03050924435074,64.03050924435074,64.03050924435074,64.03050924435074,64.03050924435074,64.03050924435074,64.03050924435074,64.03050924435074,64.03050924435074,64.03050924435074,64.03050924435074
66.6158238727137,66.6158238727137,66.6158238727137,66.6158238727137,66.6158238727137,66.6158238727137,66.6158238727137,66.6158238727137,66.6158238727137,66.6158238727137,66.6158238727137,66.6158238727137
69.18540654857954,69.18540654857954,69.18540654857954,69.18540654857954,69.18540654857954,69.18540654857954,69.18540654857954,69.18540654857954,69.18540654857954,69.18540654857954,69.18540654857954,69.18540654857954
71.77372607671505,71.77372607671505,71.77372607671505,71.77372607671505,71.77372607671505,71.77372607671505,71.77372607671505,71.77372607671505,71.77372607671505,71.77372607671505,71.77372607671505,71.77372607671505
74.34841970614866,74.34841970614866,74.34841970614866,74.34841970614866,74.34841970614866,74.34841970614866,74.34841970614866,74.34841970614866,74.34841970614866,74.34841970614866,74.34841970614866,74.34841970614866
76.94863515751021,76.94863515751021,76.94863515751021,76.94863515751021,76.94863515751021,76.94863515751021,76.94863515751021,76.94863515751021,76.94863515751021,76.94863515751021,76.94863515751021,76.94863515751021
79.601011445294,79.601011445294,79.601011445294,79.601011445294,79.601011445294,79.601011445294,79.601011445294,79.601011445294,79.601011445294,79.601011445294,79.601011445294,79.601011445294
82.25840786737267,82.25840786737267,82.25840786737267,82.25840786737267,82.25840786737267,82.25840786737267,82.25840786737267,82.25840786737267,82.25840786737267,82.25840786737267,82.25840786737267,82.25840786737267
