06_1867,06_1786,06_1880,06_1892,06_1767,06_1792,06_1782,06_1875,06_1873,06_1849,06_1772,06_1766
0,0,0,0,0,0,0,0,0,0,0,0
2.079985567140379,2.079985567140379,2.079985567140379,2.079985567140379,2.079985567140379,2.079985567140379,2.079985567140379,2.079985567140379,2.079985567140379,2.079985567140379,2.079985567140379,2.079985567140379
4.165613818620362,4.165613818620362,4.165613818620362,4.165613818620362,4.165613818620362,4.165613818620362,4.165613818620362,4.165613818620362,4.165613818620362,4.165613818620362,4.165613818620362,4.165613818620362
6.252479845111887,6.252479845111887,6.252479845111887,6.252479845111887,6.252479845111887,6.252479845111887,6.252479845111887,6.252479845111887,6.252479845111887,6.252479845111887,6.252479845111887,6.252479845111887
8.34261304630181,8.34261304630181,8.34261304630181,8.34261304630181,8.34261304630181,8.34261304630181,8.34261304630181,8.34261304630181,8.34261304630181,8.34261304630181,8.34261304630181,8.34261304630181
10.436643523778482,10.436643523778482,10.436643523778482,10.436643523778482,10.436643523778482,10.436643523778482,10.436643523778482,10.436643523778482,10.436643523778482,10.436643523778482,10.436643523778482,10.436643523778482
12.536279643015106,12.536279643015106,12.536279643015106,12.536279643015106,12.536279643015106,12.536279643015106,12.536279643015106,12.536279643015106,12.536279643015106,12.536279643015106,12.536279643015106,12.536279643015106
14.638344624096193,14.638344624096193,14.638344624096193,14.638344624096193,14.638344624096193,14.638344624096193,14.638344624096193,14.638344624096193,14.638344624096193,14.638344624096193,14.638344624096193,14.638344624096193
16.743194852996808,16.743194852996808,16.743194852996808,16.743194852996808,16.743194852996808,16.743194852996808,16.743194852996808,16.743194852996808,16.743194852996808,16.743194852996808,16.743194852996808,16.743194852996808
18.85556708213713,18.85556708213713,18.85556708213713,18.85556708213713,18.85556708213713,18.85556708213713,18.85556708213713,18.85556708213713,18.85556708213713,18.85556708213713,18.85556708213713,18.85556708213713
20.967838595002284,20.967838595002284,20.967838595002284,20.967838595002284,20.967838595002284,20.967838595002284,20.967838595002284,20.967838595002284,20.967838595002284,20.967838595002284,20.967838595002284,20.967838595002284
23.079754593757894,23.079754593757894,23.079754593757894,23.079754593757894,23.079754593757894,23.079754593757894,23.079754593757894,23.079754593757894,23.079754593757894,23.079754593757894,23.079754593757894,23.079754593757894
25.192649252751472,25.192649252751472,25.192649252751472,25.192649252751472,25.192649252751472,25.192649252751472,25.192649252751472,25.192649252751472,25.192649252751472,25.192649252751472,25.192649252751472,25.192649252751472
27.30610941711565,27.30610941711565,27.30610941711565,27.30610941711565,27.30610941711565,27.30610941711565,27.30610941711565,27.30610941711565,27.30610941711565,27.30610941711565,27.30610941711565,27.30610941711565
29.42372151754667,29.42372151754667,29.42372151754667,29.42372151754667,29.42372151754667,29.42372151754667,29.42372151754667,29.42372151754667,29.42372151754667,29.42372151754667,29.42372151754667,29.42372151754667
31.542591337613267,31.542591337613267,31.542591337613267,31.542591337613267,31.542591337613267,31.542591337613267,31.542591337613267,31.542591337613267,31.542591337613267,31.542591337613267,31.542591337613267,31.542591337613267
33.657813055952836,33.657813055952836,33.657813055952836,33.657813055952836,33.657813055952836,33.657813055952836,33.657813055952836,33.657813055952836,33.657813055952836,33.657813055952836,33.657813055952836,33.657813055952836
35.774107428839216,35.774107428839216,35.774107428839216,35.774107428839216,35.774107428839216,35.774107428839216,35.774107428839216,35.774107428839216,35.774107428839216,35.774107428839216,35.774107428839216,35.774107428839216
37.88980712118761,37.88980712118761,37.88980712118761,37.88980712118761,37.88980712118761,37.88980712118761,37.88980712118761,37.88980712118761,37.88980712118761,37.88980712118761,37.88980712118761,37.88980712118761
40.00961926722683,40.00961926722683,40.00961926722683,40.00961926722683,40.00961926722683,40.00961926722683,40.00961926722683,40.00961926722683,40.00961926722683,40.00961926722683,40.00961926722683,40.00961926722683
42.12915238130387,42.12915238130387,42.12915238130387,42.12915238130387,42.12915238130387,42.12915238130387,42.12915238130387,42.12915238130387,42.12915238130387,42.12915238130387,42.12915238130387,42.12915238130387
44.250983097238404,44.250983097238404,44.250983097238404,44.250983097238404,44.250983097238404,44.250983097238404,44.250983097238404,44.250983097238404,44.250983097238404,44.250983097238404,44.250983097238404,44.250983097238404
