36_2_6594,36_2_6588,36_2_6721,36_2_6718,36_2_6762,36_2_6646,36_2_6615,36_2_6703,36_2_6749,36_2_6754,36_2_6593,36_2_6658,36_2_6751,36_2_6740,36_2_6664,36_2_6682,36_2_6679,36_2_6691,36_2_6700,36_2_6629,36_2_6755,36_2_6598,36_2_6764,36_2_6702,36_2_6709
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.709586312183215,2.709586312183215,2.709586312183215,2.709586312183215,2.709586312183215,2.709586312183215,2.709586312183215,2.709586312183215,2.709586312183215,2.709586312183215,2.709586312183215,2.709586312183215,2.709586312183215,2.709586312183215,2.709586312183215,2.709586312183215,2.709586312183215,2.709586312183215,2.709586312183215,2.709586312183215,2.709586312183215,2.709586312183215,2.709586312183215,2.709586312183215,2.709586312183215
5.421352546595339,5.421352546595339,5.421352546595339,5.421352546595339,5.421352546595339,5.421352546595339,5.421352546595339,5.421352546595339,5.421352546595339,5.421352546595339,5.421352546595339,5.421352546595339,5.421352546595339,5.421352546595339,5.421352546595339,5.421352546595339,5.421352546595339,5.421352546595339,5.421352546595339,5.421352546595339,5.421352546595339,5.421352546595339,5.421352546595339,5.421352546595339,5.421352546595339
8.112631429222798,8.112631429222798,8.112631429222798,8.112631429222798,8.112631429222798,8.112631429222798,8.112631429222798,8.112631429222798,8.112631429222798,8.112631429222798,8.112631429222798,8.112631429222798,8.112631429222798,8.112631429222798,8.112631429222798,8.112631429222798,8.112631429222798,8.112631429222798,8.112631429222798,8.112631429222798,8.112631429222798,8.112631429222798,8.112631429222798,8.112631429222798,8.112631429222798
10.79630684548588,10.79630684548588,10.79630684548588,10.79630684548588,10.79630684548588,10.79630684548588,10.79630684548588,10.79630684548588,10.79630684548588,10.79630684548588,10.79630684548588,10.79630684548588,10.79630684548588,10.79630684548588,10.79630684548588,10.79630684548588,10.79630684548588,10.79630684548588,10.79630684548588,10.79630684548588,10.79630684548588,10.79630684548588,10.79630684548588,10.79630684548588,10.79630684548588
13.45952269000415,13.45952269000415,13.45952269000415,13.45952269000415,13.45952269000415,13.45952269000415,13.45952269000415,13.45952269000415,13.45952269000415,13.45952269000415,13.45952269000415,13.45952269000415,13.45952269000415,13.45952269000415,13.45952269000415,13.45952269000415,13.45952269000415,13.45952269000415,13.45952269000415,13.45952269000415,13.45952269000415,13.45952269000415,13.45952269000415,13.45952269000415,13.45952269000415
16.120001048470158,16.120001048470158,16.120001048470158,16.120001048470158,16.120001048470158,16.120001048470158,16.120001048470158,16.120001048470158,16.120001048470158,16.120001048470158,16.120001048470158,16.120001048470158,16.120001048470158,16.120001048470158,16.120001048470158,16.120001048470158,16.120001048470158,16.120001048470158,16.120001048470158,16.120001048470158,16.120001048470158,16.120001048470158,16.120001048470158,16.120001048470158,16.120001048470158
18.766482080981472,18.766482080981472,18.766482080981472,18.766482080981472,18.766482080981472,18.766482080981472,18.766482080981472,18.766482080981472,18.766482080981472,18.766482080981472,18.766482080981472,18.766482080981472,18.766482080981472,18.766482080981472,18.766482080981472,18.766482080981472,18.766482080981472,18.766482080981472,18.766482080981472,18.766482080981472,18.766482080981472,18.766482080981472,18.766482080981472,18.766482080981472,18.766482080981472
21.414565195912076,21.414565195912076,21.414565195912076,21.414565195912076,21.414565195912076,21.414565195912076,21.414565195912076,21.414565195912076,21.414565195912076,21.414565195912076,21.414565195912076,21.414565195912076,21.414565195912076,21.414565195912076,21.414565195912076,21.414565195912076,21.414565195912076,21.414565195912076,21.414565195912076,21.414565195912076,21.414565195912076,21.414565195912076,21.414565195912076,21.414565195912076,21.414565195912076
24.065038002371686,24.065038002371686,24.065038002371686,24.065038002371686,24.065038002371686,24.065038002371686,24.065038002371686,24.065038002371686,24.065038002371686,24.065038002371686,24.065038002371686,24.065038002371686,24.065038002371686,24.065038002371686,24.065038002371686,24.065038002371686,24.065038002371686,24.065038002371686,24.065038002371686,24.065038002371686,24.065038002371686,24.065038002371686,24.065038002371686,24.065038002371686,24.065038002371686
26.727194973059106,26.727194973059106,26.727194973059106,26.727194973059106,26.727194973059106,26.727194973059106,26.727194973059106,26.727194973059106,26.727194973059106,26.727194973059106,26.727194973059106,26.727194973059106,26.727194973059106,26.727194973059106,26.727194973059106,26.727194973059106,26.727194973059106,26.727194973059106,26.727194973059106,26.727194973059106,26.727194973059106,26.727194973059106,26.727194973059106,26.727194973059106,26.727194973059106
29.39968636777533,29.39968636777533,29.39968636777533,29.39968636777533,29.39968636777533,29.39968636777533,29.39968636777533,29.39968636777533,29.39968636777533,29.39968636777533,29.39968636777533,29.39968636777533,29.39968636777533,29.39968636777533,29.39968636777533,29.39968636777533,29.39968636777533,29.39968636777533,29.39968636777533,29.39968636777533,29.39968636777533,29.39968636777533,29.39968636777533,29.39968636777533,29.39968636777533
32.10717195948354,32.10717195948354,32.10717195948354,32.10717195948354,32.10717195948354,32.10717195948354,32.10717195948354,32.10717195948354,32.10717195948354,32.10717195948354,32.10717195948354,32.10717195948354,32.10717195948354,32.10717195948354,32.10717195948354,32.10717195948354,32.10717195948354,32.10717195948354,32.10717195948354,32.10717195948354,32.10717195948354,32.10717195948354,32.10717195948354,32.10717195948354,32.10717195948354
