37_7072,37_7093,37_7103,37_7066,37_7105,37_7099,37_7096,37_7082,37_7078,37_7095,37_7106,37_7083
0,0,0,0,0,0,0,0,0,0,0,0
1.929822189578199,2.0627232146709216,1.9917846036678195,2.0445456566890656,1.9700555946358638,2.0275296622374857,2.0963198246757906,1.8826798929306787,1.8110363929292164,2.090204543662023,1.975782494662668,1.886760377573246
3.8540440798387765,4.125899450505521,3.978477111555092,4.078834467194339,3.9381500710268433,4.052493457099015,4.188373329654881,3.7687693376680813,3.6150536291886404,4.18290585356306,3.9527222110069644,3.7765931075591705
5.770002797641226,6.191831658638714,5.959948786964847,6.115263265267606,5.913094600199624,6.066688110004712,6.2816519336699805,5.65260639416352,5.415301313424941,6.282847069619014,5.941955792093288,5.671956519572463
7.6831371372050565,8.259481887562215,7.9373514781809025,8.146805740529006,7.888225572395601,8.08058915302285,8.36940157706869,7.536947624376664,7.216650394609422,8.380878876005873,7.9384673856228245,7.572783358095765
9.588929725569983,10.332087923374623,9.915126778026941,10.182057500348257,9.87145341584139,10.092988469421833,10.456322116732398,9.41666865297177,9.012439581700924,10.481102556210148,9.940429345273037,9.47066422549669
11.496842764021846,12.408677015940222,11.892889447341215,12.21162506268711,11.857800566480185,12.109592533404536,12.54366969534748,11.305635374720609,10.817474254105226,12.581267297295156,11.945268700645947,11.371467042762909
13.39396669588732,14.486588021692098,13.874043501275155,14.244745411875943,13.84828578750999,14.122767787759768,14.63115823523467,13.193556671454381,12.622185660036191,14.6843407120477,13.953289783948902,13.271033585656118
15.286372572936353,16.56153656517191,15.856016825774413,16.27464667666878,15.829182547333655,16.134092928161333,16.717036199667533,15.084323913575474,14.428260072467914,16.78509945674135,15.955156788652758,15.167750329506722
17.178331953075254,18.637078137565574,17.83996336785648,18.309412210538675,17.807445876084074,18.141055931281745,18.804042713051853,16.967395895436603,16.230583301163662,18.888321988184245,17.95877940807287,17.062272047807635
19.064997655251297,20.70935883317584,19.81972644872537,20.339383239385022,19.783965132146026,20.145817479371853,20.887967034013585,18.85551721769981,18.036392045614605,20.989703087307497,19.958960629095607,18.957933514232817
20.950502434107694,22.777721642167684,21.79047083360636,22.369892655000534,21.759747626808693,22.14005135897896,22.963039966056378,20.742277595273055,19.855432242193586,23.08602291198329,21.95838796467892,20.85297426995602
22.82345787320875,24.844020364102246,23.754884114809006,24.39470329694916,23.73668734315299,24.135561062837414,25.031054523825173,22.63211032525898,21.678534708079994,25.17807641696238,23.9527777634117,22.747644725531117
24.696610141661317,26.915416218062482,25.719979588933963,26.421933271936396,25.725920924239315,26.12678585911822,27.095928989626717,24.527473737272274,23.501262527686613,27.27135502097748,25.951659375580324,24.64500332346109
26.562290399055296,28.99083308884453,27.682834354933156,28.443522469577044,27.72243251776885,28.120605036709943,29.15888061294929,26.428300575795575,25.331561779585684,29.35910466437619,27.947115410872904,26.543678902486523
28.424431746976197,31.074563513088545,29.651909004690758,30.467948967840048,29.724394477419064,30.117053971979328,31.2207932776325,28.3261814431965,27.1499040997419,31.4460252040399,29.943913094294253,28.44777547931084
30.282858874005328,33.16638831437062,31.622899952997933,32.49146181012455,31.729233832791973,32.12480775196374,33.28674339494882,30.226984260462718,28.949974298234803,33.53337278265498,31.93950567298779,30.361794004075445
32.144301249302515,35.26199010306974,33.59986984432465,34.51277427916185,33.737254916094926,34.13353929365214,35.35158160290863,32.126550803355926,30.75014392278269,35.62086132254217,33.93764789273567,32.28867651465689
34.004111086841135,37.351596170808364,35.574833964684885,36.53732256854577,35.73912192079878,36.14830367690567,37.409073487033304,34.02326754720653,32.5626279523718,37.706739286975036,35.93272300405606,34.22280655421309
35.864879587759745,39.44240149324731,37.548847752488165,38.557284473527304,37.742744540218894,38.170831000908976,39.464684621659856,35.917789265507444,34.373092135618386,39.79374580035935,37.93079716347068,36.16716677325857
37.71978276225279,41.53005836176333,39.517637079836184,40.58103105504421,39.74292576124163,40.19757412207464,41.51422160835108,37.813450731932626,36.18297738452361,41.87767012132108,39.92604446056819,38.117989704876294
