36_2_6594,36_2_6588,36_2_6721,36_2_6718,36_2_6762,36_2_6646,36_2_6615,36_2_6703,36_2_6749,36_2_6754,36_2_6593,36_2_6658,36_2_6751,36_2_6740,36_2_6664,36_2_6682,36_2_6679,36_2_6691,36_2_6700,36_2_6629,36_2_6755,36_2_6598,36_2_6764,36_2_6702,36_2_6709
27.861642491999557,27.86163775289605,27.86166005434085,27.861643651718758,27.854786878831305,27.861652164332256,27.861647109348468,27.861660314129303,27.861819891186062,27.86170532951376,27.861639548621806,27.861653712925197,27.860792650485234,27.861679817255315,27.861655430911437,27.861660290091177,27.86166061000312,27.8616614484915,27.86166170281057,27.861645902679538,27.863051872102098,27.86164623633328,27.868124366964963,27.8616609905241,27.861662121930387
27.773154650181237,27.773148003224087,27.77317387454704,27.773159725506694,27.7685837037147,27.7731639032456,27.77315948906157,27.77317253401939,27.773271186139123,27.77347090389108,27.773152068480428,27.77316498668768,27.7722802606902,27.773186199625826,27.773166337937127,27.77317274977422,27.773172684846983,27.773173293092697,27.773173786390448,27.773157696065105,27.774682449944716,27.773158021651557,27.780502842047216,27.77317322546603,27.773174025132707
27.771384313402695,27.77137713943422,27.771404478232068,27.771392158201987,27.7665420104035,27.77139402872716,27.771389457296777,27.771403374597,27.7715130593646,27.77168891461493,27.77138148657908,27.771395059773454,27.770483312691113,27.77141812813928,27.77139657233788,27.77140368135169,27.771403596288966,27.77140415360119,27.771404736534627,27.771387526155188,27.772946754653447,27.771388002952857,27.77885039299155,27.77140413211575,27.77140498304548
27.766509318890453,27.766502174734136,27.766529744658932,27.766518044510565,27.76142124199698,27.766518903644535,27.76651458886468,27.76652839213874,27.76664721612489,27.76680951750023,27.76650652697689,27.766519970527458,27.765581384375633,27.766544365375545,27.766521514881248,27.766528702591835,27.766528577166895,27.766529190030326,27.76652978504619,27.766512502867048,27.768110441625215,27.766513050802757,27.774169627142534,27.76652917344176,27.766530022117628
27.74229191816612,27.742285019666298,27.742312724997884,27.74230003350204,27.73693081711178,27.742301476119845,27.742297275931897,27.74231099224306,27.74244216492462,27.742578592155333,27.742289157905734,27.74230265841099,27.741337220429727,27.7423288615891,27.74230423037698,27.742311245874614,27.7423111254572,27.74231184184662,27.742312410787417,27.742295123896223,27.7439255420471,27.74229567922413,27.750049695592157,27.74231178310528,27.74231266089072
27.73445481189911,27.734448495079388,27.734475448776912,27.73446104271667,27.728856805734566,27.734463807030295,27.734460174785628,27.734472933525073,27.734613309577934,27.734739894870334,27.7344523545654,27.73446517687804,27.733472075894515,27.73449258195562,27.734466650269606,27.734473082567845,27.73447291480258,27.734473827016146,27.73447431392312,27.734457843780383,27.736129616800277,27.73445835374856,27.742428799648383,27.734473707319193,27.73447453809823
27.760916601256024,27.760911129782915,27.760937132667763,27.76091880526658,27.755011557010253,27.760925043735877,27.76092198415738,27.760933607351582,27.76108758473135,27.761189317127116,27.760914530931135,27.760926745571236,27.759902571620543,27.76095593110045,27.76092808075667,27.760933577736303,27.76093338307887,27.760934595476517,27.760934937338124,27.76091946663613,27.762631320696173,27.760919848456055,27.76903578994358,27.760934349984044,27.760935136574044
27.774423492905825,27.774418067703596,27.7744442913008,27.7744262501089,27.768323786618236,27.774431713076353,27.77442903289076,27.774440378360865,27.774601674512162,27.774698877276307,27.774421529359753,27.77443348252577,27.773383232258443,27.77446384136107,27.774434814368128,27.774440347054533,27.77444008638258,27.77444138626924,27.774441730573514,27.77442628720121,27.77617887057828,27.774426727374106,27.782751512924587,27.774441143642594,27.774441902419614
27.793324405643112,27.793318182149253,27.793346413513227,27.793331137782303,27.786966757807868,27.79333327958236,27.793330337642107,27.79334294589398,27.793514562077785,27.79358885126082,27.79332207433914,27.793334931614304,27.792259098218647,27.793367203538878,27.793336492857026,27.793343057207156,27.793342771882315,27.793343966097634,27.79334444665469,27.793327433114463,27.795112864528562,27.793328092712716,27.801764260883406,27.793343801251044,27.793344631164356
27.754852989900126,27.754845593041406,27.754876294589426,27.754866113070463,27.74840064905167,27.754862597969307,27.75485935421847,27.754873562213447,27.75505033350078,27.755120383933694,27.754850160953755,27.75486397377481,27.753769184392713,27.7548977231335,27.75486582700776,27.754873910215597,27.754873575630658,27.754874542923517,27.754875242154686,27.75485627150614,27.75666873685965,27.754857260484993,27.7633578222473,27.754874531841214,27.754875435539393
27.740415514039334,27.740407237593725,27.740440094769696,27.7404327355551,27.73369542857849,27.7404257957958,27.740422321491177,27.74043783428307,27.740624861796157,27.74067303904926,27.740412312873843,27.740427053597113,27.73930540263248,27.740462761826812,27.740429141990084,27.740438339430884,27.740437966526553,27.740438828177922,27.74043967238878,27.74041902995861,27.74226730076924,27.740420255733824,27.749049511255617,27.74043890199928,27.740439869185067
27.67559830539265,27.675589125127914,27.675622220670537,27.675613193509843,27.6669415798747,27.675606308563545,27.67560595656356,27.67561822975392,27.675798550973845,27.675885610352662,27.67559652642549,27.675607856373606,27.67444285338861,27.67564165963264,27.675609368883574,27.675618883013357,27.675617772025962,27.675619170581594,27.675619918580164,27.67560078263699,27.677614076218376,27.675602060269213,27.68421561588986,27.675619363884866,27.675619703659113
27.69745552363691,27.697446374861904,27.69748000210222,27.697470332391283,27.688459914017134,27.697463508695883,27.697463411274008,27.697475649165618,27.697667427067305,27.697732811103048,27.69745379453455,27.697465181732483,27.69627037794679,27.69750071203843,27.69746672735981,27.697476284646456,27.697475128758143,27.697476646157003,27.697477386980204,27.6974580073982,27.69951343889549,27.697459335594182,27.706206953796922,27.69747681558884,27.697477155455438
27.72341769766729,27.723408580359205,27.723442198419253,27.723431698279462,27.713510098140897,27.723424907047754,27.72342588833552,27.723437026504147,27.723638408774065,27.723687608313508,27.723416423115534,27.723426768037864,27.722187057486238,27.72346292001838,27.72342816904009,27.72343765854104,27.72343627972853,27.72343805374048,27.72343874620324,27.72341987514191,27.72556568272305,27.723421243052915,27.73243998866525,27.723438217135463,27.72343842313747
27.734013827349994,27.73400458043528,27.734039022717877,27.73402817304713,27.72373175407502,27.734021067478672,27.734022338222207,27.734033543691478,27.734246323214773,27.734275092607323,27.73401258881826,27.734023045364353,27.732750852208667,27.734060960110472,27.734024489076667,27.73403418678462,27.734032738771447,27.734034625158962,27.734035328531263,27.734016016701826,27.736210104611935,27.73401746344318,27.74319946508569,27.73403478009428,27.7340349751621
27.764135475125645,27.764126154899884,27.76416134379299,27.764151736988733,27.753672989713515,27.764142847508314,27.764144233944606,27.76415582833046,27.764380667696734,27.764377511967652,27.764134088113448,27.764144844929096,27.762857200885165,27.76418469031921,27.76414644358058,27.7641565067508,27.76415503888226,27.76415695730161,27.764157717566192,27.76413775650036,27.76633708381212,27.76413937523974,27.772844154371594,27.764157118547125,27.764157386701697
27.74690047000802,27.74689044522187,27.746927501746118,27.74692002838916,27.736105886970037,27.746908361133936,27.74690963542917,27.746922274423806,27.747157178657854,27.74713350851132,27.746898781885772,27.746910273329412,27.74559450453021,27.74695198289003,27.746912079209938,27.746923079706548,27.74692157119004,27.74692342079519,27.74692430564513,27.746902940191465,27.749143245725374,27.746904779081667,27.75573171946319,27.74692365303816,27.746923974859797
27.7223259130788,27.722315684026892,27.722353732636392,27.722347678310715,27.711200473626057,27.7223339349902,27.72233538048041,27.722348466647013,27.722595114375114,27.72254050100062,27.72232406906823,27.722335844817614,27.72100053449812,27.722379391070646,27.722337817260925,27.72234932976439,27.72234777663796,27.72234965381449,27.722350612861714,27.722328470103896,27.724585925353555,27.722330512148822,27.73062188480763,27.72234991018558,27.72235029868492
27.71508596566594,27.715075857801253,27.71511437095806,27.715107738471538,27.703618507244904,27.71509397370172,27.71509563527172,27.71510870512285,27.715366627910186,27.715290154913543,27.71508414590749,27.715096003779497,27.71373176400334,27.715141212542374,27.715098026886462,27.71510953871529,27.715107960375096,27.715109950379798,27.715110904148858,27.71508854577588,27.71738671003858,27.7150906435391,27.72348784103311,27.715110178767663,27.715110586735182
27.649654328596213,27.649643819938493,27.649683760852167,27.6496788526919,27.637751668474333,27.649662543831095,27.649664396312627,27.64967809603405,27.649947890038185,27.649841061501288,27.64965231084946,27.6496645472546,27.648276452569934,27.64971165311579,27.64966676720159,27.649679020649973,27.649677373513704,27.649679378938533,27.649680435305378,27.649657016987113,27.65198178312242,27.649659364714868,27.65739323594727,27.649679653372743,27.6496801285087
27.63401543453771,27.634005295237777,27.634045304744223,27.634038823227613,27.62174897521291,27.634023437119755,27.63402568191981,27.63403896896,27.634320649297415,27.63419181525106,27.634013579651924,27.63402565249368,27.632606621748213,27.63407437512144,27.634027859417667,27.634039814875837,27.634038129168772,27.63404032926336,27.634041333867437,27.63401807617274,27.636386676876644,27.634020425365026,27.64185546024821,27.63404054076818,27.63404101237055
27.471353306465886,27.47134521635702,27.47138158511046,27.47137446263827,27.459920407210458,27.47136038952919,27.47136306551549,27.471375013265455,27.47167175984392,27.471367609084886,27.471351513494348,27.471362770754265,27.470146465495795,27.471412582596223,27.471365103552767,27.471375650119942,27.471374156139877,27.47137649061134,27.471377385974876,27.471355842068238,27.47327011036407,27.471358290913656,27.472533285111002,27.471376527346646,27.471377155029376
